portrait,content_new
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,有时也得自己开导自己。不钻牛角尖。
tb.1.f1f0f122.MItl3Ld65Yvnmyl5QAecRg,我是恶心。不想吃东西。浑浑噩噩的脑子不清楚。睡很多次但是多梦。不知道有没有关系。
tb.1.f758e5c4.Lp1QmyXZFXt_UOZdFeztlg,神创了你。你不得负神。
tb.1.f758e5c4.Lp1QmyXZFXt_UOZdFeztlg,不不不。我只是用那些信神的抑郁症患者的想法来看的。
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,享受不了。
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,说难受就难受。什么法都用了。真是无可奈何。又愤怒又无语。
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,可是太多放不下。
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,有时是相当勉强。象一个笑话。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,十周之前呢。状态咋样。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,我现在还是开心不起来。工作也是消极怠工。
tb.1.7e290a56.qWg0yvM6oIGN7ryV8VzYjA,不用谢。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,我想请假休息。我想去住院了。太难过了。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,就快要绝望了。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,十周起效之前你难过吗。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,我吃了天了。还没有明显起效。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,等的好心焦。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,我现在是微笑抑郁。会笑。但是心里抑郁。
tb.1.cab2806d.nIxomlD8Md8qCvgXlcctSA,可是那得是多么的绝望和决绝。才会对一切死心。
tb.1.cab2806d.nIxomlD8Md8qCvgXlcctSA,一般的人说一说起码感到自己有人关心。说完会好些。
tb.1.95207534.TOsG0e2wRwhq_J-O_LytIw,你就是无知的典型代表。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,这地方是哪里。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,几个月痊愈的啊。
tb.1.a5414b5c.Iaz13V7FEeiXeSAnOu3Neg,吃多久恢复正常的啊。
tb.1.4e566e78.C-RRaPyXesN2GRVxVG9P1g,我是明显的考后抑郁。考上以后根本没有让我开心的地方。反而觉得人生也就如此。好活赖活都一样。抑郁症千万别考研。你考不上说不定生活还有希望。你考上就会觉得生活根本就没希望。我们爬不上山。心中至少还有期盼。但是你到了山上。发现后面还是山。那个心情就这样。
tb.1.4e566e78.C-RRaPyXesN2GRVxVG9P1g,研究生的本质还是一个工作。只不过你的老板能够更加肆无忌惮压榨你。而你能不能毕业全看导师心情。去研究生退学吧看看。
tb.1.4e566e78.C-RRaPyXesN2GRVxVG9P1g,很多最后不忍心跳楼。最后又选择退学的同学有很多。
tb.1.20a9af6f.UgPIy5MgJF9g_8fzZ1y-qQ,牛逼哥们。你说的对。
tb.1.20a9af6f.UgPIy5MgJF9g_8fzZ1y-qQ,没事儿哥们。谁这样看你你就当他是大便看回去。
tb.1.20a9af6f.UgPIy5MgJF9g_8fzZ1y-qQ,来给生活比个耶我们都是看透世界的神仙。
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,你的经济怎么办啊。这些药。要花不少钱。
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,多少岁。
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,我们打个伙过日子吧。事先说好。就打伙过日子。没有想象的那么恐怖。你想回娘家。就回娘家。想回来就回来。我也是。如果。你想走了。有对象了。可以走。财产平分。各自祝福。
tb.1.7b9e90cc.T8K3LsBfzXWzWj2t9JPrfw,妈耶。我肯定背后有东西。
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,好工作。
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,好好学。以后自己开店做。也算自由自在。
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,原来很多家长在吧里潜水。
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,搞设计总得动脑子。你多少岁。
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,年纪越大。思路越不行。我也没几年快了。记性反应啥的比起前几年刚出头时越来越无力了。
tb.1.6efadc70.aUChf0FeJIYYAGC9ouyNrA,不知道你到医院情况怎样。我之前跟医院聊这些我就有种对牛弹琴的感觉医生总是get不到点。跟朋友聊这些反而更聊的通。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,最可恨的是想睡还是睡不着。
tb.1.6efadc70.aUChf0FeJIYYAGC9ouyNrA,对。就是这样。反正医生就是不信学校会有这种事总是把学校说得很美好。医生就认为没发生在他们自己身上的事就不可能发生在别人身上。我觉得吧这个问题找医生就跟找人一样。有些人聊的投机有些人聊的不愉快。实在不好就换个医生。
tb.1.6efadc70.aUChf0FeJIYYAGC9ouyNrA,既然不了解的话他完全可以委婉的回应一下。但医生却直接说是你想多了。如果一个人在学校遇到欺凌的事了后再医院把事情叙述后又不被人相信还被说是自己想多了。这医院不就跟那些人没区别了吗。不也都是加害者了吗。
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,现在还在回龙观。
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,抑郁症住院治疗。
tb.1.467cf3cb.ZfpG2sKy_heKn3eQqHSy5A,。反正不用想不开。生活很美好。
tb.1.13d7446.450AKlvAxHZA4dpkoinstw,去年受刺激抑郁。工作闲的没事做。等死。好怕失去工作能力。每天好难受。四十了。
tb.1.13d7446.450AKlvAxHZA4dpkoinstw,没安乐死。自杀很痛。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,奥氮平。百忧解。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,现在不吃奥氮平了。不过身上也长了不少的肥胖纹。
tb.1.c99deeee.hyHcswHoCjaIrFKzn4HxFw,需要怎么帮助。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,因为这药好像是促进食欲的。所以会导致人快速长胖。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,不是也有抗抑郁的功效。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,我也不知道。当时已经出现木僵状态了。吃饭都需要别人喂了。后来住院后出来后。又复发了。所以我到底吃了多少种药我自己都不记得了。只记得当时人长胖了五六十斤。饭量大增。
tb.1.c99deeee.hyHcswHoCjaIrFKzn4HxFw,建议多看看书。我喜欢大冰的书。超有爱。
tb.1.c99deeee.hyHcswHoCjaIrFKzn4HxFw,我现在也消极。不过生活么。难点有趣。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,想着别人带你离开这种情况是不可能的。你自己也明白。可是还是靠着网络恋爱给自己心灵寻找慰籍。你过去找他。他能养你一段时间。不过也只是各取所需而已罢了。不知道怎么说。好好的啊。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,在上班还是上学呢。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,加个Ⅴ吧好沟通。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,有哪些症状。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,有自卑感吗。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,我是学的中医学很高兴认识你。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,什么时候毕业呢。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,你ⅤⅩ多少。这里不能确切了解到你病情。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,看错了。不好意思。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,那就是对方不对了。钱又不是多如果给不了直接说就是了。反正是朋友但是玩消失性质就不一样了这样比较过分的。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,晚上会不会做梦。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,你不担心我不是坏人。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,做一般梦。还是很吓人那种。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,睡眠怎么样。经期正不正常。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,这种情况多久了。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,处过对像没。现在是在学校还是在家里。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,我是想了解你会不会有失恋情绪上的波动。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,没去学校了吗。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,现在不是全国都在开学。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,这样没办法沟通了。
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,你想改善自己就留个联系方式。我没那么多时间跟你在这里耗着。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,我也不知道自己为什么想不开。脑子里全是负面的情绪。现实中也不能和别人说。本来就已经够怪的了。无人可说。只能逛逛吧。倾诉一下了。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,这得痛到什么程度才会这样对待自己。抱抱。
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,你是哪个带来正能量的阿强吗。外面现在没送了阿。
tb.1.aeede7c0.TGG_YPjels4nC2PZIquf4g,别想太多了。简简单单的过。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,这个吧可以说啊。你不是一个人。大部分的我们都是这样。如果每天正能量满满。我们应该去正能量吧。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我也想离开。我爸爸已经想走了。想和我妈离婚。他实在是受不了了。可是现在我妈得了乳腺结节。我必须逼着她做手术。持续性作死中。可我不是小孩子了。我得承担责任。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,对吧。就这么的没有办法。是亲妈。毫无办法。请问朋友你是怎么解决的呢。能请教一下吗。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,出不去。现在我妈生病了。我得把她看。没有后顾之忧。才能想走出去。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,就真的。身体禁锢。灵魂束缚。她生我来干嘛。干脆养一只狗多好。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,自恋算吗。非常喜欢拍抖音。那根本不是她现实的样子。她自己跟我说。她活在二三十。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,比琼瑶还可怕。眼泪都是不要钱的。问题是我还拿她没办法。我一反抗她就哭。外人就一定会觉得是我惹我妈哭。是我不孝顺。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,有。心伤透了。真的是看到她心就疼。不逃离。就只能等死了。我不想死。我想好好活着。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,请问怎么好了。您方便说说吗。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,你是说我妈能等着吃饭了。不绝食了很好吗。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,很好呢。这种福我让给你。我谢谢你了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,对了。不要看错。是我收拾好家务。做好一天的饭。今天早上快上班了。我妈才吃了一口饭。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,上班我做办公室。她在工厂里。是一家公司。是大学分的实习公司。当时是校企联合。我的辅导员反应了我得情况。公司领导特批我妈和我一个宿舍。我公司很好吧。可是架不住我妈交际不行。在工厂里和同事吵架。结果工厂领导直接打电话给我领导。一来二去。我领导烦了。也是因为我出不了差。我妈不让。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,当时我领导就直接说。你连独立都独立不了还来工作干什么。从那以后就一直让我干重活。排挤我。想方设法让我走。可是我都撑下来了。因为我没有错处。真正让我打心底里想辞职是。同事聚餐我妈不让去。有一回好不容易几个女生一起去了公司附近一家大型超市购物。在出租车上。我妈打电话来说我骗她。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,从那以后她们就再也不找我和她们一起了。有个男同学兼同事这么说。你都这么大了连你。不定。真没有。也许是自卑吧。去年年底我离职了。当然。我妈也离职了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,现在。因为疫情我也是刚出来工作。是离我家很近的工作。中午能回家吃饭的那种。可是这几天。中午我不想回家。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,你知道我妈说了什么吗。我辞职了她就再也管不了我了。她想找领导不要让我辞。而且。她不想回来。她不喜欢我爸觉得他配不上他。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,她从小就有朋友。一回就让我看她的朋友谁谁怎么样。现在过的多好。多好看。再和我说她们的过往。可是就是另一位阿姨。我又不和她生在同一个年代。怎么感同身受。她只要一不痛快就会说出来。必须要把气撒出来。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我已经是成年人了。我就这几个朋友。与朋友的聊天记录。她本人都认识。她觉得她好才让我和她玩。她明知道还不让。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,原本姥爷姥姥都宠她。全家亲戚都对她好。她就是老大。可架不住她能作啊。现在也就几个亲戚对她好了。我爸也受够她了。要跟她离婚。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,就现在直接抓住我。说我是她全部的爱。可是她写了两回遗书都说她没有爱。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,最可怕的是她威胁我朋友。顺如果我有三长两短就和她拼命。可是她也是娇娇弱弱的小女生。还是我唯一的好朋友。她这么做就是不想让我活。连我唯一拥有的友情也不想让我有。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我也想一走了之。可是她现在生病了。我得给她看好了。才能计划着离开。而且。我得房间和她的房间只有一墙之隔。我一有点儿什么动静她就知道。就是她时时刻刻盯着我。这几天尤为如此。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,就真的。感觉快要崩溃了我不想这样的。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,问题是我已经成年了。我有自己的理想。自己的目标。我不是颓废不前进没有报复的人。你说。她这么做。就是在剪掉我得翅膀。让我在出生的一个小地方一辈子没有出息。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,而她现在就是一个控制欲已经到达病态化可是说是神经质的一个老人。还是亲妈。我都不知道以后我就算有了男朋友也结不了婚。两方父母相处等等。我都不敢想。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,怎么做到的。能教教我反抗的办法吗。谢谢你了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,好的好的。谢谢了。可是我怕自己会心软。毕竟她还生着病。可是又一想。再不反抗我就一生如此了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,这是我得人生。你当笑话听。呵。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,这个度我这几天应该拿捏不好。心情很糟糕。很无奈。谢谢你教我。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,离我最远不超过三米。我跑不过她。也甩不开她。她多斤。我只有斤。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不可能。她听到医院就扭头。我说我心脏不舒服。如果再这么下去。我就管不了她了。我得进医院了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,如果她真能自己去医院。我早就烧高香。就算去也是我陪她去。说句难听的。我妈是路痴。会走丢。我真的想跑其实很容易。只是。我狠不下心啦。她连男女厕所的标识都分不太清。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,原来说来说去是我牵挂太多。怕这怕那。怕她有个好歹。可是她。一点也不顾及我。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,就是啊。就是真感觉很难很无奈还是亲妈。亲妈就能这么对我吗。今天写出来自己看了一遍。感觉这真不是人过的日子。我没疯都要感谢我自己。谢谢你给我留言。你分析的很对。可是。我也是一个活生生的人。感觉已经到头了。真的受够了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,所以我打算孤独终老了。养父母终老就去找个安静的地方自己生活。我这样的处境和经历。不想祸害无辜的人。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不。我要活着。我还没有实现我得目标。不不甘心就这么死了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,说了也不怕你笑话。了我都没和男生啦过一次手。我这样怎么嫁得出去。天哪。写到这里我要抱抱我自己了。感谢我自己还很清醒。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,作为儿女我希望自己的母亲能长命百岁。如果是老死。我这辈子也就完了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我现在自身难保。她怎作就由着她吧。手术想做就做。亲戚群退不退都无所谓了。都被她得罪光了。亲人们火急火燎。结果是她在自虐。在试探人心。她告诉我只是想试一试他们管不管她。我无语问苍天。好了。照她这种作法。就算真发生什么大事。也没人理她了。就比如我第一次自己拿快递。她哭着去了我三姨家。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,三姨不给她开门。电话关机。五六十的人又不是三四岁。亲姐姐又怎样。还不是躲着她。她给我打了临近通电话。我接了一通。她哭的声嘶力竭说都不是好人。没有一个人管她。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,她现在身体里有纤维瘤。我怕她出事。我狠不下心。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,可是。从心理承受方面来说。我真想听你的搬出去。或许会有不一样的人生吧。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢你的提议。感谢。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我也在找办法。其实今天实在撑不住说出来。你们愿意听我说就很好了。我从来都是自己憋在心里。自己承受。谢谢你愿意听我说。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,真要有取舍。那也只能是让她伤心。让她放手。我的人生才刚刚开始。不能就这么毁在她手上。先把她治好吧。我再计划如何离开她。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢朋友替我着想。感恩。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不行。我要反抗。我要为了我自己活。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不。我要板正过来。我一定要好好活。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,对的。已经预约了。就现在这种情况。只能求助心理医生了。谢谢你的提议。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,确实是。得让她收敛一下。以前总感觉自己大了。她也受了很多苦能让她歇一会就歇一会儿。结果没想到。提前进入了养老状态。想要什么就给买什么。不知所谓起来。有恃无恐的限制禁锢。感觉我就是太惯着她。对她太好了才让她这么对我。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢你提的建议。谢谢你愿意听我说。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,这么些年我从来都是憋在心里。其实今天能说出来就感觉稍微好一点点了。至少有些许心理安慰。没想到。还有这么多朋友为我提建议。其实今天能说出来。我就感觉挺好了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,好的。希望你得一切都能好起来。我为你加油。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,先抱抱你。你一定也很不容易。可是我现在的处境已经不仅仅是分裂了。感觉我得世界都快要崩塌了。如果我再不反抗。我可能就真的毁了。我不想。我想好好活一回。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,这病医生说。都是良性肿瘤。但也有。会是恶性肿瘤就是癌症。A级风险系数已经是很高的了。所以要尽快摘掉。她就是不去。另一家医院就是说再观察半年如果长大就切掉。反正我就在想一定要切掉。以前感觉我爸不好也不管我妈。可是说实话。我妈看不上我爸。原本就是契约婚姻。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我妈从来不给她做饭她也不会也不管家里。她就从心理不承认我爸是她丈夫。当然也不让他碰她。原本就是随时会分崩离析的婚姻。我爸说如果不是为了我。早就离婚了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,现在我身体也不好。反抗到一半就像现在自己又生病了。就又蔫回去了。我妈就又开心了又能掌控我了。只是谁都有底线。如今我妈这么作。他也受够了。他们离婚就没关系了。我现在也支持了。但是。如果离婚。我就更跑不了了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,好的好的。谢谢你的办法。真的是非常感谢。你说的一切我都懂。真的身在其中进退两难。同样祝愿你能一切顺利。希望我们都能守得云开见月明。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢你的提议。这一次是真的伤透了。我要开始一点一点疏远她。冷漠她。明确冷静的离开她。治好她是对她的孝顺。离开她是为了我自己更好的未来。谢谢你愿意听我说并给我出主意。谢谢。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,实在不敢想象当初的你到底经历了什么。你一定很难过很受伤。你心里的痛一定不比我少。同样抱抱你。希望你能够走出来。去听听音乐。出去散散心。养一只小动物也好呀。我们不能独自舔舐伤口。因为太痛了。希望你好好的。咱们都能好好的。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,好的。咱们一起加油。现在我所有的情绪已经达到了一个界点。委屈也是。只能说我会用心履行你的建议试着对自己好一点。希望我们都能好好爱自己。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,逼着让她放手。也只能她放手。必须她放手。她现在身体里纤维瘤。她一哭我就心软。我要逼着自己狠起来。狠狠地逼自己不能心软。我要好好活下去。过新的人生。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不要哭。挺过来就是好样的。就是你的胜利。我真希望能像你一样挺过来。可是你所受的伤好像还没有完全好。衷心希望你能走出来。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,好的。我支持你。相信你一定可以的。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我也是。快崩溃的感觉。希望咱们都能找到调节的办法。感觉你是积极向上的。只是你现在很难过对吗。抱抱你。给你加油打气。咱们都会好起来的。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢你的提议现在我看着她就心痛。不想和她做一辆车。不想听她多说一句话。明天给她预约的心理医生了。可是现在怎么去都成了个小问题。如果像以前我会哄着她陪她去。可此时此刻。不想跟她出现在同一个空间。我好像得缓缓。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,是的。感觉如果不把她治好。我就没有未来了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我都快没命了。还拿什么珍惜。骨灰。让他抱着我得骨灰哭去吧。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,说出了我得心声。谢谢你理解我。谢谢。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,把你往死里。爱。的这种。已经不仅仅是喘不过气了。我在临界点上。生与死却不由我。可笑吧。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,快被逼疯了。在努力挣扎着想活下去。真的想过自己的人生。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,还没离成呢。她们是夫妻。已经如此了。必须是她们放手。我一定要反抗。拼劲全力去抗争。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,可是至少。她还有自由还能去看看外面的世界。我妈从小就灌输没有一个人爱我。谁都不爱我。只要我感觉到一点爸爸的爱。她就瞬间将我泼醒。难道我幻想一下都不行吗。难道我就不配拥有爱吗。在她眼里我不是人。是她的所有物。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我现在身心疲惫。依旧在努力想救她。可是居然没有人想救我。她还有姐姐还有亲人。可是我。一无所有。不能想。细想没办法活下去。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,是不是感觉我能正常上完大学居然工作了也还能有朋友还没疯是奇迹吧。我还能反抗。我还想有未来。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢你愿意听我说。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,一有机会就沟通的。如果能沟通好。就到不了今天了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,希望你能开心起来。我给你加油。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,出去散散心吧。转移注意力或许会好些呢。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,你没事就好。想开些吧。你看我都这样了。还希望能好好的呢。咱们都好好过好吧。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,吵架太过。我自己先生病了。今天在家。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,说到我心坎里了无法反驳。只能给你鼓个掌。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,别。不想祸害无辜的人。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,抱抱你。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,。谢谢你。在不该承担的年纪承担太多。我只是想过一过正常人的生活。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,贴吧私信不是和微信一样的嘛。咱们可以贴吧私信啊。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,等我把我妈治好。有精力了再和您修道吧。现在无心无力。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,如果可以我希望能有很多人帮助我。现在是燃眉之急。你的修道解不了近火。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,现实是我这种困境连出门都不能。朋友。你这要求根本没有实现的可能。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,正在找医院。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,真的很无奈。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,朋友。你的这句话很深奥啊。我没有太理解。请问能讲解一下吗。
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,所有的一切都是无意义的。所有的努力都是徒劳的。所有的执着都是荒谬的。
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,所有的一切都是徒劳的。智慧也是一时的。随着机体和大脑的衰老呈现固化和退化。
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,所以你对父亲的记忆只有几年。
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,哎。子欲养而亲不在。
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,说不定家里人骗你的。
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,有个人知道了。不期望他懂。可是说了以后。他确实不懂不理解。还是会失望。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,谢谢你的鼓励。谢谢。哈哈希望有一天有一个人会爱我吧。衷心的希望。希望你也希望。祝愿你天天开心。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,好谢谢你的鼓励。
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,都剥离了剩下的就是真实和本源了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,说到心坎里去了。你一定也很不容易。抱抱你。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不去。在医院里吵吵。骂我说你才能精神病。是你有病。我想明白了。我要听医生的话想哭就哭想笑就笑。我要把自己当生病了的小孩。只学习工作就好。其他我都不管不了。谢谢你的提议。我会安排好一切有计划的离开她。真的是伤够了。
